chapter_id,chapter,topic_id,topic,type,text,text_en,choice_a,choice_b,choice_c,choice_d,answer,person_name,person_role
bab1,Bab 1: Nombor Nisbah | Chapter 1: Rational Numbers,1-1-integer,1.1 Integer | 1.1 Integers,summary,"Integer ialah nombor bulat yang mempunyai tanda positif atau negatif, termasuk sifar.","Integers are whole numbers with positive or negative signs, including zero.",,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,multiple_choice,"Jika 3x + 2y = 12 dan y = 3, cari nilai x. / If 3x + 2y = 12 and y = 3, find x.",,x = 2,x = 4,x = 3,x = 1,"Jawapan / Answer: x = 2. Cara / Method: Gunakan kaedah penggantian atau penghapusan untuk mendapatkan satu pemboleh ubah, kemudian gantikan semula untuk yang satu lagi. / Use substitution or elimination to find one variable, then substitute back for the other. Oleh itu / Therefore: x = 2.",,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,multiple_choice,"Antara kaedah berikut, yang manakah BUKAN kaedah menyelesaikan persamaan serentak? / Which of the following is NOT a method to solve simultaneous equations?",,Pemfaktoran perdana / Prime factorization,Penghapusan / Elimination,Penggantian / Substitution,Graf / Graph,"Jawapan / Answer: Pemfaktoran perdana / Prime factorization. Cara / Method: Gunakan kaedah penggantian atau penghapusan untuk mendapatkan satu pemboleh ubah, kemudian gantikan semula untuk yang satu lagi. / Use substitution or elimination to find one variable, then substitute back for the other. Oleh itu / Therefore: Pemfaktoran perdana / Prime factorization.",,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,objective,Selesaikan serentak: 2x - y = 4 dan x + y = 5. Nyatakan nilai x dan y. / Solve simultaneously: 2x - y = 4 and x + y = 5. State x and y.,,,,,,"Jawapan / Answer: x = 3, y = 2. Cara / Method: Gunakan kaedah penggantian atau penghapusan untuk mendapatkan satu pemboleh ubah, kemudian gantikan semula untuk yang satu lagi. / Use substitution or elimination to find one variable, then substitute back for the other. Oleh itu / Therefore: x = 3, y = 2.",,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,objective,Cari nilai y bagi sistem: x + 2y = 10 dan x = 4. / Find y for system: x + 2y = 10 and x = 4.,,,,,,"Jawapan / Answer: y = 3. Cara / Method: Gunakan kaedah penggantian atau penghapusan untuk mendapatkan satu pemboleh ubah, kemudian gantikan semula untuk yang satu lagi. / Use substitution or elimination to find one variable, then substitute back for the other. Oleh itu / Therefore: y = 3.",,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,summary,"Ketaksamaan membandingkan kuantiti menggunakan simbol >, <, ≥, dan ≤.","Inequalities compare quantities using symbols >, <, ≥, and ≤.",,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,fact,"Simbol > bermaksud lebih besar, manakala < bermaksud kurang daripada.","Symbol > means greater than, while < means less than.",,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,fact,Simbol ≥ dan ≤ merangkumi kesaksamaan nilai.,Symbols ≥ and ≤ include equality of value.,,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,person,Memperkenalkan simbol ketaksamaan > dan < dalam karya matematik.,Introduced inequality symbols > and < in mathematical works.,,,,,,Thomas Harriot,Ahli Matematik / Mathematician
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,multiple_choice,"Antara berikut, simbol manakah bermaksud 'kurang daripada atau sama dengan'? / Which symbol means 'less than or equal to'?",,≤,≥,>,<,"Jawapan / Answer: ≤. Cara / Method: Bandingkan nilai pada garis nombor dan pilih simbol <, >, ≤ atau ≥ yang betul. / Compare values on a number line and choose the correct symbol <, >, ≤ or ≥. Oleh itu / Therefore: ≤.",,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,multiple_choice,Tuliskan ayat matematik: x adalah sekurang-kurangnya 10. / Write statement: x is at least 10.,,x ≥ 10,x > 10,x ≤ 10,x < 10,"Jawapan / Answer: x ≥ 10. Cara / Method: Bandingkan nilai pada garis nombor dan pilih simbol <, >, ≤ atau ≥ yang betul. / Compare values on a number line and choose the correct symbol <, >, ≤ or ≥. Oleh itu / Therefore: x ≥ 10.",,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,multiple_choice,"Antara ketaksamaan berikut, yang manakah BENAR? / Which of the following inequalities is TRUE?",,-5 < -2,-8 > -3,0 < -4,-1 > 2,"Jawapan / Answer: -5 < -2. Cara / Method: Bandingkan nilai pada garis nombor dan pilih simbol <, >, ≤ atau ≥ yang betul. / Compare values on a number line and choose the correct symbol <, >, ≤ or ≥. Oleh itu / Therefore: -5 < -2.",,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,multiple_choice,"Jika y adalah selebih-lebihnya 15, tuliskan ketaksamaan yang betul. / If y is at most 15, write the correct inequality.",,y ≤ 15,y ≥ 15,y < 15,y > 15,"Jawapan / Answer: y ≤ 15. Cara / Method: Bandingkan nilai pada garis nombor dan pilih simbol <, >, ≤ atau ≥ yang betul. / Compare values on a number line and choose the correct symbol <, >, ≤ or ≥. Oleh itu / Therefore: y ≤ 15.",,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,multiple_choice,Isikan tempat kosong: -7 ___ -10. / Fill in the blank: -7 ___ -10.,,>,<,=,≤,"Jawapan / Answer: >. Cara / Method: Bandingkan nilai pada garis nombor dan pilih simbol <, >, ≤ atau ≥ yang betul. / Compare values on a number line and choose the correct symbol <, >, ≤ or ≥. Oleh itu / Therefore: >.",,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,objective,Tuliskan ketaksamaan bagi: p lebih besar daripada 8. / Write inequality for: p is greater than 8.,,,,,,"Jawapan / Answer: p > 8. Cara / Method: Bandingkan nilai pada garis nombor dan pilih simbol <, >, ≤ atau ≥ yang betul. / Compare values on a number line and choose the correct symbol <, >, ≤ or ≥. Oleh itu / Therefore: p > 8.",,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,objective,Bandingkan -12 dan -5 menggunakan simbol < atau >. / Compare -12 and -5 using symbol < or >.,,,,,,"Jawapan / Answer: -12 < -5. Cara / Method: Bandingkan nilai pada garis nombor dan pilih simbol <, >, ≤ atau ≥ yang betul. / Compare values on a number line and choose the correct symbol <, >, ≤ or ≥. Oleh itu / Therefore: -12 < -5.",,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,summary,Ketaksamaan linear satu pemboleh ubah diselesaikan dengan mengimbangi sebutan algebra.,Linear inequalities in one variable are solved by balancing algebraic terms.,,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,fact,Tanda ketaksamaan diterbalikkan apabila didarab atau dibahagi dengan nombor negatif.,The inequality sign reverses when multiplying or dividing by a negative number.,,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,fact,Penyelesaian boleh diwakilkan pada garis nombor.,Solutions can be represented on a number line.,,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,person,Mengkaji sifat teorem ketaksamaan dalam analisis matematik.,Studied inequality theorem properties in mathematical analysis.,,,,,,Augustin-Louis Cauchy,Ahli Matematik / Mathematician
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,multiple_choice,"Jika -2x < 6, apakah penyelesaian bagi x? / If -2x < 6, what is the solution for x?",,x > -3,x < -3,x > 3,x < 3,Jawapan / Answer: x > -3. Cara / Method: Asingkan pemboleh ubah seperti persamaan; songsangkan tanda ketaksamaan jika mendarab atau membahagi dengan nombor negatif. / Isolate the variable as in an equation; reverse the inequality sign if multiplying or dividing by a negative number. Oleh itu / Therefore: x > -3.,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,multiple_choice,Selesaikan ketaksamaan: x + 4 ≥ 9. / Solve the inequality: x + 4 ≥ 9.,,x ≥ 5,x ≤ 5,x ≥ 13,x ≤ 13,Jawapan / Answer: x ≥ 5. Cara / Method: Asingkan pemboleh ubah seperti persamaan; songsangkan tanda ketaksamaan jika mendarab atau membahagi dengan nombor negatif. / Isolate the variable as in an equation; reverse the inequality sign if multiplying or dividing by a negative number. Oleh itu / Therefore: x ≥ 5.,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,multiple_choice,Selesaikan 3x - 2 < 10. / Solve 3x - 2 < 10.,,x < 4,x > 4,x < 8,x > 8,Jawapan / Answer: x < 4. Cara / Method: Asingkan pemboleh ubah seperti persamaan; songsangkan tanda ketaksamaan jika mendarab atau membahagi dengan nombor negatif. / Isolate the variable as in an equation; reverse the inequality sign if multiplying or dividing by a negative number. Oleh itu / Therefore: x < 4.,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,multiple_choice,Manakah nilai integer x yang memuaskan x ≤ 3? / Which integer value of x satisfies x ≤ 3?,,3,4,5,6,Jawapan / Answer: 3. Cara / Method: Asingkan pemboleh ubah seperti persamaan; songsangkan tanda ketaksamaan jika mendarab atau membahagi dengan nombor negatif. / Isolate the variable as in an equation; reverse the inequality sign if multiplying or dividing by a negative number. Oleh itu / Therefore: 3.,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,multiple_choice,Selesaikan -5y ≥ 20. / Solve -5y ≥ 20.,,y ≤ -4,y ≥ -4,y ≤ 4,y ≥ 4,Jawapan / Answer: y ≤ -4. Cara / Method: Asingkan pemboleh ubah seperti persamaan; songsangkan tanda ketaksamaan jika mendarab atau membahagi dengan nombor negatif. / Isolate the variable as in an equation; reverse the inequality sign if multiplying or dividing by a negative number. Oleh itu / Therefore: y ≤ -4.,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,objective,Selesaikan ketaksamaan: 2x - 3 > 7. / Solve inequality: 2x - 3 > 7.,,,,,,Jawapan / Answer: x > 5. Cara / Method: Asingkan pemboleh ubah seperti persamaan; songsangkan tanda ketaksamaan jika mendarab atau membahagi dengan nombor negatif. / Isolate the variable as in an equation; reverse the inequality sign if multiplying or dividing by a negative number. Oleh itu / Therefore: x > 5.,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,objective,Cari integer terkecil x yang memuaskan x > 4.2. / Find the smallest integer x satisfying x > 4.2.,,,,,,Jawapan / Answer: 5. Cara / Method: Asingkan pemboleh ubah seperti persamaan; songsangkan tanda ketaksamaan jika mendarab atau membahagi dengan nombor negatif. / Isolate the variable as in an equation; reverse the inequality sign if multiplying or dividing by a negative number. Oleh itu / Therefore: 5.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,summary,"Sifat asas sudut pelengkap (90°), penggenap (180°), dan konjugat (360°).","Basic properties of complementary (90°), supplementary (180°), and conjugate angles (360°).",,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,fact,"Sudut tegak bernilai 90°, sudut tirus < 90°, dan sudut cakah 90° hingga 180°.","Right angle is 90°, acute is < 90°, obtuse is between 90° and 180°.",,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,fact,Hasil tambah sudut pada garis lurus ialah 180°.,Sum of angles on a straight line is 180°.,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,person,Pelopor geometri Yunani yang mengkaji sudut asas.,Greek geometry pioneer who studied fundamental angles.,,,,,,Thales dari Miletus,Ahli Matematik / Mathematician
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,multiple_choice,Berapakah sudut penggenap bagi 60°? / What is the supplementary angle of 60°?,,120°,30°,90°,300°,Jawapan / Answer: 120°. Cara / Method: Gunakan definisi garis dan sudut serta fakta sudut lurus 180° dan satu pusingan 360°. / Use definitions of lines and angles and the facts that a straight angle is 180° and a full turn is 360°. Oleh itu / Therefore: 120°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,multiple_choice,Cari sudut pelengkap bagi 35°. / Find the complementary angle of 35°.,,55°,145°,65°,45°,Jawapan / Answer: 55°. Cara / Method: Gunakan definisi garis dan sudut serta fakta sudut lurus 180° dan satu pusingan 360°. / Use definitions of lines and angles and the facts that a straight angle is 180° and a full turn is 360°. Oleh itu / Therefore: 55°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,multiple_choice,Berapakah sudut konjugat bagi 100°? / What is the conjugate angle of 100°?,,260°,80°,180°,90°,Jawapan / Answer: 260°. Cara / Method: Gunakan definisi garis dan sudut serta fakta sudut lurus 180° dan satu pusingan 360°. / Use definitions of lines and angles and the facts that a straight angle is 180° and a full turn is 360°. Oleh itu / Therefore: 260°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,multiple_choice,"Antara sudut berikut, yang manakah sudut refleks? / Which of the following is a reflex angle?",,210°,85°,120°,90°,Jawapan / Answer: 210°. Cara / Method: Gunakan definisi garis dan sudut serta fakta sudut lurus 180° dan satu pusingan 360°. / Use definitions of lines and angles and the facts that a straight angle is 180° and a full turn is 360°. Oleh itu / Therefore: 210°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,multiple_choice,Hasil tambah sudut pada satu titik ialah: / The sum of angles at a point is:,,360°,180°,90°,270°,Jawapan / Answer: 360°. Cara / Method: Gunakan definisi garis dan sudut serta fakta sudut lurus 180° dan satu pusingan 360°. / Use definitions of lines and angles and the facts that a straight angle is 180° and a full turn is 360°. Oleh itu / Therefore: 360°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,objective,Cari sudut penggenap bagi 115°. / Find the supplementary angle of 115°.,,,,,,Jawapan / Answer: 65°. Cara / Method: Gunakan definisi garis dan sudut serta fakta sudut lurus 180° dan satu pusingan 360°. / Use definitions of lines and angles and the facts that a straight angle is 180° and a full turn is 360°. Oleh itu / Therefore: 65°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,objective,Nilaikan sudut x jika x dan 42° ialah sudut pelengkap. / Evaluate x if x and 42° are complementary angles.,,,,,,Jawapan / Answer: 48°. Cara / Method: Gunakan definisi garis dan sudut serta fakta sudut lurus 180° dan satu pusingan 360°. / Use definitions of lines and angles and the facts that a straight angle is 180° and a full turn is 360°. Oleh itu / Therefore: 48°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,summary,Garis bersilang membentuk sudut bertentang bucu yang sama dan sudut bersebelahan bertambah menjadi 180°.,Intersecting lines form equal vertically opposite angles and adjacent angles summing to 180°.,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,fact,Sudut bertentang bucu sentiasa sama saiz.,Vertically opposite angles are always equal.,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,fact,Hasil tambah sudut bersebelahan pada garis bersilang ialah 180°.,Sum of adjacent angles on intersecting lines is 180°.,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,person,Membuktikan teorem sudut bertentang bucu adalah sama.,Proved the theorem that vertically opposite angles are equal.,,,,,,Thales dari Miletus,Ahli Matematik / Mathematician
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,multiple_choice,"Jika dua garis bersilang dan satu sudut ialah 50°, berapakah sudut bertentang bucunya? / If two lines intersect and one angle is 50°, what is its vertically opposite angle?",,50°,130°,90°,180°,Jawapan / Answer: 50°. Cara / Method: Gunakan fakta sudut bertentangan adalah sama dan sudut bersebelahan pada garis lurus berjumlah 180°. / Use the facts that vertically opposite angles are equal and adjacent angles on a straight line total 180°. Oleh itu / Therefore: 50°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,multiple_choice,"Dua garis bersilang. Jika sudut bersebelahan ialah x dan 110°, cari x. / Two lines intersect. If adjacent angles are x and 110°, find x.",,70°,110°,80°,90°,Jawapan / Answer: 70°. Cara / Method: Gunakan fakta sudut bertentangan adalah sama dan sudut bersebelahan pada garis lurus berjumlah 180°. / Use the facts that vertically opposite angles are equal and adjacent angles on a straight line total 180°. Oleh itu / Therefore: 70°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,multiple_choice,Dua garis bersilang membentuk sudut 4x dan 80° yang bertentang bucu. Cari x. / Two lines intersect forming vertically opposite angles 4x and 80°. Find x.,,20°,40°,10°,80°,Jawapan / Answer: 20°. Cara / Method: Gunakan fakta sudut bertentangan adalah sama dan sudut bersebelahan pada garis lurus berjumlah 180°. / Use the facts that vertically opposite angles are equal and adjacent angles on a straight line total 180°. Oleh itu / Therefore: 20°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,multiple_choice,"Pada garis bersilang, jika sudut bersebelahan 2x dan 3x pada garis lurus, cari x. / On intersecting lines, if adjacent angles on a straight line are 2x and 3x, find x.",,36°,45°,30°,60°,Jawapan / Answer: 36°. Cara / Method: Gunakan fakta sudut bertentangan adalah sama dan sudut bersebelahan pada garis lurus berjumlah 180°. / Use the facts that vertically opposite angles are equal and adjacent angles on a straight line total 180°. Oleh itu / Therefore: 36°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,multiple_choice,"Antara berikut, penyataan manakah BENAR bagi garis bersilang? / Which statement is TRUE for intersecting lines?",,Sudut bertentang bucu adalah sama / Vertically opposite angles are equal,Sudut bersebelahan bernilai 90° / Adjacent angles are 90°,Semua sudut sama saiz / All angles are equal,Hasil tambah semua sudut ialah 180° / Sum of all angles is 180°,Jawapan / Answer: Sudut bertentang bucu adalah sama / Vertically opposite angles are equal. Cara / Method: Gunakan fakta sudut bertentangan adalah sama dan sudut bersebelahan pada garis lurus berjumlah 180°. / Use the facts that vertically opposite angles are equal and adjacent angles on a straight line total 180°. Oleh itu / Therefore: Sudut bertentang bucu adalah sama / Vertically opposite angles are equal.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,objective,"Jika sudut bertentang bucu ialah (2x + 10)° dan 70°, cari nilai x. / If vertically opposite angles are (2x + 10)° and 70°, find x.",,,,,,Jawapan / Answer: 30°. Cara / Method: Gunakan fakta sudut bertentangan adalah sama dan sudut bersebelahan pada garis lurus berjumlah 180°. / Use the facts that vertically opposite angles are equal and adjacent angles on a straight line total 180°. Oleh itu / Therefore: 30°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,objective,Cari sudut bersebelahan pada garis lurus jika satu daripada sudut itu ialah 135°. / Find the adjacent angle on a straight line if one angle is 135°.,,,,,,Jawapan / Answer: 45°. Cara / Method: Gunakan fakta sudut bertentangan adalah sama dan sudut bersebelahan pada garis lurus berjumlah 180°. / Use the facts that vertically opposite angles are equal and adjacent angles on a straight line total 180°. Oleh itu / Therefore: 45°.,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,summary,"Garis rentas lintang memotong garis selari membentuk sudut sepadan, selang-seli, dan pedalaman.","A transversal line cutting parallel lines forms corresponding, alternate, and interior angles.",,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,fact,Sudut sepadan adalah sama saiz (bentuk F).,Corresponding angles are equal (F-shape).,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,fact,Sudut selang-seli sama saiz (bentuk Z); hasil tambah sudut pedalaman ialah 180° (bentuk C).,Alternate angles are equal (Z-shape); interior angles sum to 180° (C-shape).,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,person,Merumuskan postulat garis selari dalam karya Elements.,Formulated the parallel postulate in Elements.,,,,,,Euclid,Ahli Matematik / Mathematician
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,multiple_choice,Hasil tambah dua sudut pedalaman antara dua garis selari ialah: / The sum of two interior angles between two parallel lines is:,,180°,90°,360°,120°,"Jawapan / Answer: 180°. Cara / Method: Kenal pasti sudut sepadan, sudut dalam berselang atau sudut dalam pada sisi yang sama bagi garis selari. / Identify corresponding, alternate interior or co-interior angles for parallel lines. Oleh itu / Therefore: 180°.",,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,multiple_choice,"Jika sudut selang-seli pada garis selari ialah x dan 65°, cari x. / If alternate angles on parallel lines are x and 65°, find x.",,65°,115°,90°,130°,"Jawapan / Answer: 65°. Cara / Method: Kenal pasti sudut sepadan, sudut dalam berselang atau sudut dalam pada sisi yang sama bagi garis selari. / Identify corresponding, alternate interior or co-interior angles for parallel lines. Oleh itu / Therefore: 65°.",,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,multiple_choice,Sudut sepadan pada garis selari berbentuk seperti huruf: / Corresponding angles on parallel lines form a shape like letter:,,F,Z,C,X,"Jawapan / Answer: F. Cara / Method: Kenal pasti sudut sepadan, sudut dalam berselang atau sudut dalam pada sisi yang sama bagi garis selari. / Identify corresponding, alternate interior or co-interior angles for parallel lines. Oleh itu / Therefore: F.",,
