chapter_id,chapter,topic_id,topic,type,text,text_en,choice_a,choice_b,choice_c,choice_d,answer,person_name,person_role
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-5-penyebaran,8.5 Penyebaran Cahaya,fact,"Pelangi terbentuk apabila cahaya matahari dibiaskan, dipantulkan secara dalaman dan disebarkan oleh titisan air.","A rainbow forms when sunlight is refracted, internally reflected and dispersed by water droplets.",,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-5-penyebaran,8.5 Penyebaran Cahaya,person,Menerangkan bahawa penglihatan berlaku apabila cahaya memasuki mata.,Explained that vision occurs when light enters the eye.,,,,,,Ibn al-Haytham,Ahli fizik / Physicist
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-5-penyebaran,8.5 Penyebaran Cahaya,multiple_choice,Alat manakah boleh menyebarkan cahaya putih? / Which object can disperse white light?,,Prisma / Prism,Cermin satah / Plane mirror,Kertas hitam / Black paper,Magnet / Magnet,Prisma / Prism,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-5-penyebaran,8.5 Penyebaran Cahaya,objective,Apakah yang dihasilkan apabila cahaya putih melalui prisma? / What is produced when white light passes through a prism?,,,,,,Spektrum warna. / A spectrum of colours.,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-6-penyerakan,8.6 Penyerakan Cahaya,summary,Penyerakan cahaya berlaku apabila cahaya diubah arah oleh zarah kecil dalam medium.,Scattering of light occurs when light is redirected by small particles in a medium.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-6-penyerakan,8.6 Penyerakan Cahaya,fact,"Cahaya biru lebih banyak diserakkan oleh molekul udara, menyebabkan langit kelihatan biru.","Blue light is scattered more by air molecules, making the sky appear blue.",,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-6-penyerakan,8.6 Penyerakan Cahaya,fact,"Semasa matahari terbit atau terbenam, cahaya merah dan jingga lebih sampai ke mata selepas cahaya berpanjang gelombang pendek banyak diserakkan.","At sunrise or sunset, more red and orange light reaches the eye after shorter wavelengths are largely scattered.",,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-6-penyerakan,8.6 Penyerakan Cahaya,person,Menerangkan bahawa penglihatan berlaku apabila cahaya memasuki mata.,Explained that vision occurs when light enters the eye.,,,,,,Ibn al-Haytham,Ahli fizik / Physicist
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-6-penyerakan,8.6 Penyerakan Cahaya,multiple_choice,Mengapakah langit kelihatan biru pada waktu siang? / Why does the sky appear blue in daytime?,,Cahaya biru banyak diserakkan / Blue light is scattered strongly,Langit menghasilkan cahaya biru / The sky produces blue light,Mata memantulkan biru / Eyes reflect blue,Awan menyerap semua warna / Clouds absorb all colours,Cahaya biru banyak diserakkan / Blue light is scattered strongly,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-6-penyerakan,8.6 Penyerakan Cahaya,objective,Apakah warna yang ketara semasa matahari terbenam? / Which colours are prominent at sunset?,,,,,,Merah dan jingga. / Red and orange.,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-7-penambahan-penolakan,8.7 Penambahan dan Penolakan Cahaya,summary,"Penambahan cahaya mencampurkan cahaya primer merah, hijau dan biru.","Addition of light mixes the primary light colours red, green and blue.",,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-7-penambahan-penolakan,8.7 Penambahan dan Penolakan Cahaya,fact,Merah + hijau menghasilkan kuning; hijau + biru menghasilkan sian; biru + merah menghasilkan magenta.,Red + green makes yellow; green + blue makes cyan; blue + red makes magenta.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-7-penambahan-penolakan,8.7 Penambahan dan Penolakan Cahaya,fact,Penolakan cahaya melibatkan penyerapan warna oleh pigmen atau penuras warna.,Subtraction of light involves absorption of colours by pigments or colour filters.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-7-penambahan-penolakan,8.7 Penambahan dan Penolakan Cahaya,person,Menerangkan bahawa penglihatan berlaku apabila cahaya memasuki mata.,Explained that vision occurs when light enters the eye.,,,,,,Ibn al-Haytham,Ahli fizik / Physicist
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-7-penambahan-penolakan,8.7 Penambahan dan Penolakan Cahaya,multiple_choice,Apakah warna terhasil daripada cahaya merah dan hijau? / What colour results from red and green light?,,Kuning / Yellow,Sian / Cyan,Magenta / Magenta,Hitam / Black,Kuning / Yellow,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-7-penambahan-penolakan,8.7 Penambahan dan Penolakan Cahaya,objective,Nyatakan tiga warna primer cahaya. / State the three primary colours of light.,,,,,,"Merah, hijau dan biru. / Red, green and blue.",,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-1-sistem-struktur-bumi,9.1 Sistem dan Struktur Bumi,summary,"Sistem Bumi terdiri daripada atmosfera, hidrosfera, geosfera dan biosfera yang saling berinteraksi.","Earth’s system consists of the atmosphere, hydrosphere, geosphere and biosphere, which interact with one another.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-1-sistem-struktur-bumi,9.1 Sistem dan Struktur Bumi,fact,"Struktur utama Bumi ialah kerak, mantel dan teras.","The main structure of Earth is the crust, mantle and core.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-1-sistem-struktur-bumi,9.1 Sistem dan Struktur Bumi,fact,Kerak ialah lapisan paling luar dan nipis berbanding mantel serta teras.,The crust is the outermost and thinnest layer compared with the mantle and core.,,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-1-sistem-struktur-bumi,9.1 Sistem dan Struktur Bumi,person,Memetakan dasar laut dan membantu membuktikan kewujudan rabung tengah lautan.,Mapped the ocean floor and helped demonstrate the mid-ocean ridge.,,,,,,Marie Tharp,Ahli geologi / Geologist
bab9,Bab 9: Bumi / Chapter 9: Earth,9-1-sistem-struktur-bumi,9.1 Sistem dan Struktur Bumi,multiple_choice,Lapisan Bumi yang paling luar ialah / The outermost layer of Earth is the,,kerak / crust,mantel / mantle,teras luar / outer core,teras dalam / inner core,kerak / crust,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-1-sistem-struktur-bumi,9.1 Sistem dan Struktur Bumi,objective,Namakan empat sistem Bumi. / Name the four Earth systems.,,,,,,"Atmosfera, hidrosfera, geosfera dan biosfera. / Atmosphere, hydrosphere, geosphere and biosphere.",,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-2-bahan-bumi,9.2 Bahan Bumi,summary,"Bahan Bumi termasuk batuan, mineral dan tanah.","Earth materials include rocks, minerals and soil.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-2-bahan-bumi,9.2 Bahan Bumi,fact,Mineral ialah bahan semula jadi bukan organik dengan komposisi dan sifat tertentu.,A mineral is a naturally occurring inorganic substance with a definite composition and properties.,,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-2-bahan-bumi,9.2 Bahan Bumi,fact,"Tiga jenis batuan utama ialah igneus, enapan dan metamorf.","The three main rock types are igneous, sedimentary and metamorphic.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-2-bahan-bumi,9.2 Bahan Bumi,person,Memetakan dasar laut dan membantu membuktikan kewujudan rabung tengah lautan.,Mapped the ocean floor and helped demonstrate the mid-ocean ridge.,,,,,,Marie Tharp,Ahli geologi / Geologist
bab9,Bab 9: Bumi / Chapter 9: Earth,9-2-bahan-bumi,9.2 Bahan Bumi,multiple_choice,Batuan yang terbentuk daripada penyejukan magma atau lava ialah / Rock formed from cooling magma or lava is,,batuan igneus / igneous rock,batuan enapan / sedimentary rock,batuan metamorf / metamorphic rock,tanah / soil,batuan igneus / igneous rock,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-2-bahan-bumi,9.2 Bahan Bumi,objective,Nyatakan tiga jenis batuan utama. / State the three main rock types.,,,,,,"Igneus, enapan dan metamorf. / Igneous, sedimentary and metamorphic.",,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-3-proses-utama-bumi,9.3 Proses Utama Bumi,summary,Proses utama Bumi termasuk proses endogen seperti pergerakan kerak dan proses eksogen seperti luluhawa serta hakisan.,Major Earth processes include endogenous processes such as crustal movement and exogenous processes such as weathering and erosion.,,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-3-proses-utama-bumi,9.3 Proses Utama Bumi,fact,"Luluhawa memecahkan batuan di tempat asal, manakala hakisan mengangkut bahan oleh air, angin atau ais.","Weathering breaks down rock in place, while erosion transports material by water, wind or ice.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-3-proses-utama-bumi,9.3 Proses Utama Bumi,fact,Pemendapan berlaku apabila bahan yang diangkut mendap di lokasi baharu.,Deposition occurs when transported material settles in a new location.,,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-3-proses-utama-bumi,9.3 Proses Utama Bumi,person,Memetakan dasar laut dan membantu membuktikan kewujudan rabung tengah lautan.,Mapped the ocean floor and helped demonstrate the mid-ocean ridge.,,,,,,Marie Tharp,Ahli geologi / Geologist
bab9,Bab 9: Bumi / Chapter 9: Earth,9-3-proses-utama-bumi,9.3 Proses Utama Bumi,multiple_choice,Apakah proses yang mengangkut tanah oleh air sungai? / Which process transports soil by river water?,,Hakisan / Erosion,Luluhawa / Weathering,Pemejalan / Solidification,Pembakaran / Combustion,Hakisan / Erosion,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-3-proses-utama-bumi,9.3 Proses Utama Bumi,objective,Bezakan luluhawa dan hakisan. / Distinguish weathering and erosion.,,,,,,Luluhawa memecahkan batuan di tempat asal; hakisan mengangkut bahan. / Weathering breaks rock down in place; erosion transports material.,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-4-geobencana,9.4 Fenomena Geobencana,summary,"Geobencana ialah bahaya semula jadi seperti gempa bumi, tsunami, tanah runtuh, banjir dan letusan gunung berapi.","Geohazards are natural hazards such as earthquakes, tsunamis, landslides, floods and volcanic eruptions.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-4-geobencana,9.4 Fenomena Geobencana,fact,Gempa bumi terhasil daripada pelepasan tenaga akibat pergerakan batuan atau plat tektonik.,Earthquakes result from energy release due to movement of rocks or tectonic plates.,,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-4-geobencana,9.4 Fenomena Geobencana,fact,"Amaran awal, pelan pemindahan dan mematuhi arahan pihak berkuasa membantu mengurangkan risiko bencana.","Early warning, evacuation plans and following authorities’ instructions help reduce disaster risk.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-4-geobencana,9.4 Fenomena Geobencana,person,Memetakan dasar laut dan membantu membuktikan kewujudan rabung tengah lautan.,Mapped the ocean floor and helped demonstrate the mid-ocean ridge.,,,,,,Marie Tharp,Ahli geologi / Geologist
bab9,Bab 9: Bumi / Chapter 9: Earth,9-4-geobencana,9.4 Fenomena Geobencana,multiple_choice,Apakah tindakan selamat semasa amaran pemindahan banjir? / What is a safe action during a flood evacuation warning?,,Pindah ikut arahan pihak berkuasa / Evacuate following authorities’ instructions,Masuk ke air banjir / Enter floodwater,Abaikan amaran / Ignore the warning,Sentuh kabel elektrik / Touch electrical cables,Pindah ikut arahan pihak berkuasa / Evacuate following authorities’ instructions,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-4-geobencana,9.4 Fenomena Geobencana,objective,Nyatakan satu cara mengurangkan risiko geobencana. / State one way to reduce geohazard risk.,,,,,,Mengikut sistem amaran awal dan pelan pemindahan. / Follow early-warning systems and evacuation plans.,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-5-usia-bumi,9.5 Usia Bumi,summary,"Usia Bumi dianggarkan sekitar 4.6 bilion tahun berdasarkan bukti batuan, meteorit dan pereputan radioaktif.","Earth is estimated to be about 4.6 billion years old based on evidence from rocks, meteorites and radioactive decay.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-5-usia-bumi,9.5 Usia Bumi,fact,Fosil ialah sisa atau kesan organisma purba yang membantu mengkaji sejarah kehidupan di Bumi.,Fossils are remains or traces of ancient organisms that help study Earth’s life history.,,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-5-usia-bumi,9.5 Usia Bumi,fact,Lapisan batuan enapan biasanya menunjukkan lapisan lebih tua berada di bawah jika tidak terganggu.,Sedimentary rock layers usually show older layers below if they have not been disturbed.,,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-5-usia-bumi,9.5 Usia Bumi,person,Memetakan dasar laut dan membantu membuktikan kewujudan rabung tengah lautan.,Mapped the ocean floor and helped demonstrate the mid-ocean ridge.,,,,,,Marie Tharp,Ahli geologi / Geologist
bab9,Bab 9: Bumi / Chapter 9: Earth,9-5-usia-bumi,9.5 Usia Bumi,multiple_choice,Berapakah anggaran usia Bumi? / What is the approximate age of Earth?,,4.6 bilion tahun / 4.6 billion years,4.6 juta tahun / 4.6 million years,460 tahun / 460 years,46 bilion tahun / 46 billion years,4.6 bilion tahun / 4.6 billion years,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-5-usia-bumi,9.5 Usia Bumi,objective,Apakah bukti yang digunakan untuk mengkaji usia Bumi? / What evidence is used to study Earth’s age?,,,,,,"Batuan, meteorit dan pereputan radioaktif. / Rocks, meteorites and radioactive decay.",,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-6-sumber-bumi-geologi,9.6 Sumber Bumi dan Geologi Gunaan,summary,"Sumber Bumi termasuk air, tanah, mineral, bahan api fosil dan sumber tenaga geoterma.","Earth resources include water, soil, minerals, fossil fuels and geothermal energy.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-6-sumber-bumi-geologi,9.6 Sumber Bumi dan Geologi Gunaan,fact,"Geologi gunaan menggunakan pengetahuan batuan, tanah dan struktur Bumi untuk pembinaan, pencarian sumber dan pengurusan risiko.","Applied geology uses knowledge of rocks, soils and Earth structures for construction, resource exploration and risk management.",,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-6-sumber-bumi-geologi,9.6 Sumber Bumi dan Geologi Gunaan,fact,Penggunaan sumber secara lestari mengurangkan pembaziran dan melindungi alam sekitar untuk masa hadapan.,Sustainable resource use reduces waste and protects the environment for the future.,,,,,,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-6-sumber-bumi-geologi,9.6 Sumber Bumi dan Geologi Gunaan,person,Memetakan dasar laut dan membantu membuktikan kewujudan rabung tengah lautan.,Mapped the ocean floor and helped demonstrate the mid-ocean ridge.,,,,,,Marie Tharp,Ahli geologi / Geologist
bab9,Bab 9: Bumi / Chapter 9: Earth,9-6-sumber-bumi-geologi,9.6 Sumber Bumi dan Geologi Gunaan,multiple_choice,Apakah contoh penggunaan geologi gunaan? / What is an example of applied geology?,,Menilai tapak sebelum pembinaan / Assessing a site before construction,Membuang mineral ke sungai / Dumping minerals into a river,Mengabaikan peta tanah runtuh / Ignoring landslide maps,Membazirkan air bersih / Wasting clean water,Menilai tapak sebelum pembinaan / Assessing a site before construction,,
bab9,Bab 9: Bumi / Chapter 9: Earth,9-6-sumber-bumi-geologi,9.6 Sumber Bumi dan Geologi Gunaan,objective,Mengapakah sumber Bumi perlu digunakan secara lestari? / Why should Earth resources be used sustainably?,,,,,,Untuk memenuhi keperluan kini tanpa menjejaskan generasi akan datang. / To meet present needs without harming future generations.,,
